gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName
08:41,08:41:00,53,57,-4,2,4,REGULAR,9,D. Warren,0,3pt,651,,[],jumpshot,1,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
09:05,09:05:00,53,57,-4,1,4,REGULAR,2,A. Mohamed,1,assist,650,649,[],,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
09:05,09:05:00,53,57,-4,1,4,REGULAR,11,A. Toney,1,2pt,649,,"['2ndchance', 'pointsinthepaint']",layup,1,5,Au'diese,Toney,Au'Diese,Toney,A,T,A,T,A. Toney
09:07,09:07:00,51,57,-6,1,4,REGULAR,0,,1,rebound,647,646,['team'],offensive,0,,,,,,,,,,
09:08,09:08:00,51,57,-6,1,4,REGULAR,12,S. Teel,0,3pt,646,,[],jumpshot,1,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
09:16,09:16:00,51,57,-6,2,4,REGULAR,6,E. Akot,1,assist,732,644,[],,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
09:16,09:16:00,51,57,-6,2,4,REGULAR,9,D. Warren,1,2pt,644,,"['pointsinthepaint', 'fastbreak']",drivinglayup,1,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
09:18,09:18:00,51,55,-4,2,4,REGULAR,6,E. Akot,1,rebound,643,641,[],defensive,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
09:21,09:21:00,51,55,-4,2,4,REGULAR,6,E. Akot,1,block,642,641,[],,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
09:21,09:21:00,51,55,-4,1,4,REGULAR,2,A. Mohamed,0,2pt,641,,"['pointsinthepaint', 'blocked']",layup,1,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
09:37,09:37:00,51,55,-4,2,4,REGULAR,6,E. Akot,1,assist,640,639,[],,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
09:37,09:37:00,51,55,-4,2,4,REGULAR,3,T. Allen,1,3pt,639,,['2ndchance'],jumpshot,1,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
09:39,09:39:00,51,52,-1,2,4,REGULAR,6,E. Akot,1,rebound,638,637,[],offensive,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
09:41,09:41:00,51,52,-1,2,4,REGULAR,13,A. Chaney,0,3pt,637,,[],jumpshot,1,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
10:00,10:00:00,51,52,-1,0,4,REGULAR,0,,1,period,635,,[],start,0,,,,,,,,,,
10:00,10:00:00,51,52,-1,2,4,REGULAR,11,M. Kraus,1,substitution,633,,[],out,0,5,Mason,Kraus,Mason,Kraus,M,K,M,K,M. Kraus
10:00,10:00:00,51,52,-1,2,4,REGULAR,13,A. Chaney,1,substitution,634,,[],in,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
10:00,10:00:00,51,52,-1,1,4,REGULAR,11,A. Toney,1,substitution,632,,[],in,0,5,Au'diese,Toney,Au'Diese,Toney,A,T,A,T,A. Toney
10:00,10:00:00,51,52,-1,1,4,REGULAR,10,T. King,1,substitution,631,,[],in,0,0,Tre,King,Tre,King,T,K,T,K,T. King
10:00,10:00:00,51,52,-1,1,4,REGULAR,3,A. Rhooms,1,substitution,629,,[],out,0,12,Aaron,Rhooms,Aaron,Rhooms,A,R,A,R,A. Rhooms
10:00,10:00:00,51,52,-1,1,4,REGULAR,13,I. Jack,1,substitution,630,,[],out,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
00:00,00:00:00,51,52,-1,0,3,REGULAR,0,,1,period,628,,['confirmed'],end,0,,,,,,,,,,
00:00,00:00:10,51,52,-1,2,3,REGULAR,4,S. Hildebrandt,0,3pt,625,,[],jumpshot,1,15,Simon,Hildebrandt,Simon,Hildebrandt,S,H,S,H,S. Hildebrandt
00:22,00:22:80,51,52,-1,1,3,REGULAR,10,T. King,1,substitution,616,,[],out,0,0,Tre,King,Tre,King,T,K,T,K,T. King
00:22,00:22:80,51,52,-1,1,3,REGULAR,13,I. Jack,1,substitution,617,,[],in,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
00:22,00:22:80,51,52,-1,2,3,REGULAR,0,,1,rebound,614,613,['team'],defensive,0,,,,,,,,,,
00:25,00:25:80,51,52,-1,1,3,REGULAR,10,T. King,0,3pt,613,,['fromturnover'],jumpshot,1,0,Tre,King,Tre,King,T,K,T,K,T. King
00:34,00:34:30,51,52,-1,1,3,REGULAR,12,S. Teel,0,freethrow,609,,[],1of1,1,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
00:34,00:34:30,51,52,-1,2,3,REGULAR,2,J. Tilmon Jr.,1,substitution,607,,[],out,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
00:34,00:34:30,51,52,-1,2,3,REGULAR,4,S. Hildebrandt,1,substitution,608,,[],in,0,15,Simon,Hildebrandt,Simon,Hildebrandt,S,H,S,H,S. Hildebrandt
00:34,00:34:30,51,52,-1,2,3,REGULAR,2,J. Tilmon Jr.,1,foul,606,,['1freethrow'],technical,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
00:34,00:34:30,51,52,-1,1,3,REGULAR,13,I. Jack,1,substitution,604,,[],out,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
00:34,00:34:30,51,52,-1,1,3,REGULAR,10,T. King,1,substitution,605,,[],in,0,0,Tre,King,Tre,King,T,K,T,K,T. King
00:34,00:34:30,51,52,-1,1,3,REGULAR,2,A. Mohamed,1,foulon,603,601,[],,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
00:34,00:34:30,51,52,-1,2,3,REGULAR,2,J. Tilmon Jr.,1,turnover,602,601,[],offensive,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
00:34,00:34:30,51,52,-1,2,3,REGULAR,2,J. Tilmon Jr.,1,foul,601,,[],offensive,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
00:46,00:46:40,51,52,-1,1,3,REGULAR,10,T. King,1,substitution,597,,[],out,0,0,Tre,King,Tre,King,T,K,T,K,T. King
00:46,00:46:40,51,52,-1,1,3,REGULAR,13,I. Jack,1,substitution,598,,[],in,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
00:55,00:55:10,51,52,-1,2,3,REGULAR,6,E. Akot,1,substitution,594,,[],in,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
00:55,00:55:10,51,52,-1,2,3,REGULAR,9,D. Warren,1,substitution,593,,[],in,0,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
00:55,00:55:10,51,52,-1,2,3,REGULAR,5,D. Walker,1,substitution,591,,[],out,0,1,David,Walker,David,Walker,D,W,D,W,D. Walker
00:55,00:55:10,51,52,-1,2,3,REGULAR,13,A. Chaney,1,substitution,592,,[],out,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
00:55,00:55:10,51,52,-1,1,3,REGULAR,2,A. Mohamed,1,freethrow,590,,['2ndchance'],2of2,1,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
00:55,00:55:10,50,52,-2,1,3,REGULAR,2,A. Mohamed,1,freethrow,589,,['2ndchance'],1of2,1,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
00:55,00:55:10,49,52,-3,1,3,REGULAR,2,A. Mohamed,1,foulon,588,587,[],,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
00:55,00:55:10,49,52,-3,2,3,REGULAR,13,A. Chaney,1,foul,587,,"['shooting', '2freethrow']",personal,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
00:55,00:55:10,49,52,-3,1,3,REGULAR,2,A. Mohamed,1,rebound,586,584,[],offensive,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
00:57,00:57:90,49,52,-3,1,3,REGULAR,6,E. Bandoumel,0,3pt,584,,[],jumpshot,1,8,Emmanuel,Bandoumel,Emmanuel,Bandoumel,E,B,E,B,E. Bandoumel
01:01,01:01:00,49,52,-3,1,3,REGULAR,12,S. Teel,1,rebound,583,582,[],defensive,0,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
01:03,01:03:00,49,52,-3,2,3,REGULAR,2,J. Tilmon Jr.,0,2pt,582,,"['2ndchance', 'pointsinthepaint']",jumpshot,1,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
01:04,01:04:00,49,52,-3,2,3,REGULAR,2,J. Tilmon Jr.,1,rebound,581,580,[],offensive,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
01:09,01:09:00,49,52,-3,2,3,REGULAR,3,T. Allen,0,3pt,580,,[],jumpshot,1,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
01:26,01:26:00,49,52,-3,1,3,REGULAR,12,S. Teel,1,3pt,579,,['fromturnover'],jumpshot,1,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
01:29,01:29:00,46,52,-6,2,3,REGULAR,6,E. Akot,1,substitution,576,,[],out,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
01:29,01:29:00,46,52,-6,2,3,REGULAR,11,M. Kraus,1,substitution,577,,[],in,0,5,Mason,Kraus,Mason,Kraus,M,K,M,K,M. Kraus
01:29,01:29:00,46,52,-6,1,3,REGULAR,7,T. Donald,1,substitution,574,,[],out,0,3,Taye,Donald,Taye,Donald,T,D,T,D,T. Donald
01:29,01:29:00,46,52,-6,1,3,REGULAR,6,E. Bandoumel,1,substitution,575,,[],in,0,8,Emmanuel,Bandoumel,Emmanuel,Bandoumel,E,B,E,B,E. Bandoumel
01:29,01:29:00,46,52,-6,1,3,REGULAR,13,I. Jack,1,substitution,572,,[],out,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
01:29,01:29:00,46,52,-6,1,3,REGULAR,10,T. King,1,substitution,573,,[],in,0,0,Tre,King,Tre,King,T,K,T,K,T. King
01:29,01:29:00,46,52,-6,1,3,REGULAR,2,A. Mohamed,1,foulon,571,570,[],,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
01:29,01:29:00,46,52,-6,2,3,REGULAR,6,E. Akot,1,foul,570,,[],personal,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
01:30,01:30:00,46,52,-6,1,3,REGULAR,2,A. Mohamed,1,steal,569,567,[],,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
01:30,01:30:00,46,52,-6,2,3,REGULAR,13,A. Chaney,1,turnover,567,,[],badpass,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
01:31,01:31:00,46,52,-6,2,3,REGULAR,13,A. Chaney,1,rebound,566,565,[],defensive,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
01:34,01:34:00,46,52,-6,1,3,REGULAR,3,A. Rhooms,0,3pt,565,,[],jumpshot,1,12,Aaron,Rhooms,Aaron,Rhooms,A,R,A,R,A. Rhooms
01:48,01:48:00,46,52,-6,2,3,REGULAR,6,E. Akot,1,2pt,564,,"['2ndchance', 'fromturnover', 'pointsinthepaint']",tipinlayup,1,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
01:48,01:48:00,46,50,-4,2,3,REGULAR,6,E. Akot,1,rebound,563,562,[],offensive,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
01:53,01:53:00,46,50,-4,2,3,REGULAR,3,T. Allen,0,3pt,562,,['fromturnover'],jumpshot,1,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
01:58,01:58:00,46,50,-4,2,3,REGULAR,5,D. Walker,1,steal,561,560,[],,0,1,David,Walker,David,Walker,D,W,D,W,D. Walker
01:58,01:58:00,46,50,-4,1,3,REGULAR,3,A. Rhooms,1,turnover,560,,[],ballhandling,0,12,Aaron,Rhooms,Aaron,Rhooms,A,R,A,R,A. Rhooms
02:11,02:11:00,46,50,-4,2,3,REGULAR,5,D. Walker,1,assist,559,558,[],,0,1,David,Walker,David,Walker,D,W,D,W,D. Walker
02:11,02:11:00,46,50,-4,2,3,REGULAR,3,T. Allen,1,3pt,558,,['fromturnover'],jumpshot,1,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
02:21,02:21:00,46,47,-1,2,3,REGULAR,3,T. Allen,1,steal,557,556,[],,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
02:21,02:21:00,46,47,-1,1,3,REGULAR,2,A. Mohamed,1,turnover,556,,[],ballhandling,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
02:31,02:31:00,46,47,-1,1,3,REGULAR,13,I. Jack,1,rebound,555,554,[],defensive,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
02:33,02:33:00,46,47,-1,2,3,REGULAR,3,T. Allen,0,3pt,554,,['2ndchance'],jumpshot,1,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
02:39,02:39:00,46,47,-1,2,3,REGULAR,14,K. Cross,1,substitution,551,,[],out,0,24,Kevin,Cross,Kevin,Cross,K,C,K,C,K. Cross
02:39,02:39:00,46,47,-1,2,3,REGULAR,2,J. Tilmon Jr.,1,substitution,552,,[],in,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
02:39,02:39:00,46,47,-1,2,3,REGULAR,0,,1,rebound,550,548,['team'],offensive,0,,,,,,,,,,
02:39,02:39:00,46,47,-1,1,3,REGULAR,13,I. Jack,1,block,549,548,[],,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
02:39,02:39:00,46,47,-1,2,3,REGULAR,5,D. Walker,0,2pt,548,,"['pointsinthepaint', 'blocked']",layup,1,1,David,Walker,David,Walker,D,W,D,W,D. Walker
03:01,03:01:00,46,47,-1,1,3,REGULAR,12,S. Teel,1,3pt,546,,[],jumpshot,1,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
03:11,03:11:00,43,47,-4,2,3,REGULAR,3,T. Allen,1,substitution,542,,[],in,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
03:11,03:11:00,43,47,-4,2,3,REGULAR,5,D. Walker,1,substitution,541,,[],in,0,1,David,Walker,David,Walker,D,W,D,W,D. Walker
03:11,03:11:00,43,47,-4,2,3,REGULAR,9,D. Warren,1,substitution,539,,[],out,0,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
03:11,03:11:00,43,47,-4,2,3,REGULAR,11,M. Kraus,1,substitution,540,,[],out,0,5,Mason,Kraus,Mason,Kraus,M,K,M,K,M. Kraus
03:11,03:11:00,43,47,-4,1,3,REGULAR,11,A. Toney,1,substitution,537,,[],out,0,5,Au'diese,Toney,Au'Diese,Toney,A,T,A,T,A. Toney
03:11,03:11:00,43,47,-4,1,3,REGULAR,2,A. Mohamed,1,substitution,538,,[],in,0,7,Abdul,Mohamed,Abdul,Mohamed,A,M,A,M,A. Mohamed
03:11,03:11:00,43,47,-4,2,3,REGULAR,9,D. Warren,1,freethrow,536,,"['2ndchance', 'fromturnover']",2of2,1,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
03:11,03:11:00,43,46,-3,2,3,REGULAR,9,D. Warren,0,freethrow,535,,"['2ndchance', 'fromturnover']",1of2,1,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
03:11,03:11:00,43,46,-3,2,3,REGULAR,9,D. Warren,1,foulon,534,533,[],,0,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
03:11,03:11:00,43,46,-3,1,3,REGULAR,13,I. Jack,1,foul,533,,"['shooting', '2freethrow']",personal,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
03:20,03:20:00,43,46,-3,2,3,REGULAR,0,,1,rebound,530,528,['team'],offensive,0,,,,,,,,,,
03:23,03:23:00,43,46,-3,2,3,REGULAR,6,E. Akot,0,2pt,528,,['fromturnover'],fadeaway,1,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
03:39,03:39:00,43,46,-3,1,3,REGULAR,13,I. Jack,1,turnover,526,,[],travel,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
03:40,03:40:00,43,46,-3,1,3,REGULAR,13,I. Jack,1,rebound,524,523,[],offensive,0,14,Isaac,Jack,Isaac,Jack,I,J,I,J,I. Jack
03:43,03:43:00,43,46,-3,1,3,REGULAR,3,A. Rhooms,0,3pt,523,,[],jumpshot,1,12,Aaron,Rhooms,Aaron,Rhooms,A,R,A,R,A. Rhooms
03:54,03:54:00,43,46,-3,2,3,REGULAR,14,K. Cross,1,substitution,521,,[],in,0,24,Kevin,Cross,Kevin,Cross,K,C,K,C,K. Cross
03:54,03:54:00,43,46,-3,2,3,REGULAR,13,A. Chaney,1,substitution,520,,[],in,0,11,Armani,Chaney,Armani,Chaney,A,C,A,C,A. Chaney
03:54,03:54:00,43,46,-3,2,3,REGULAR,2,J. Tilmon Jr.,1,substitution,518,,[],out,0,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
03:54,03:54:00,43,46,-3,2,3,REGULAR,6,E. Akot,1,substitution,519,,[],in,0,7,Emmanuel,Akot,Emmanuel,Akot,E,A,E,A,E. Akot
03:54,03:54:00,43,46,-3,2,3,REGULAR,3,T. Allen,1,substitution,516,,[],out,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
03:54,03:54:00,43,46,-3,2,3,REGULAR,4,S. Hildebrandt,1,substitution,517,,[],out,0,15,Simon,Hildebrandt,Simon,Hildebrandt,S,H,S,H,S. Hildebrandt
03:54,03:54:00,43,46,-3,1,3,REGULAR,3,A. Rhooms,1,substitution,515,,[],in,0,12,Aaron,Rhooms,Aaron,Rhooms,A,R,A,R,A. Rhooms
03:54,03:54:00,43,46,-3,1,3,REGULAR,12,S. Teel,1,substitution,514,,[],in,0,2,Samage,Teel,Samage,Teel,S,T,S,T,S. Teel
03:54,03:54:00,43,46,-3,1,3,REGULAR,10,T. King,1,substitution,512,,[],out,0,0,Tre,King,Tre,King,T,K,T,K,T. King
03:54,03:54:00,43,46,-3,1,3,REGULAR,6,E. Bandoumel,1,substitution,513,,[],out,0,8,Emmanuel,Bandoumel,Emmanuel,Bandoumel,E,B,E,B,E. Bandoumel
03:54,03:54:00,43,46,-3,0,3,REGULAR,0,,1,timeout,511,,[],officials,0,,,,,,,,,,
04:02,04:02:00,43,46,-3,1,3,REGULAR,0,,1,rebound,508,506,['team'],defensive,0,,,,,,,,,,
04:04,04:04:00,43,46,-3,2,3,REGULAR,9,D. Warren,0,3pt,506,,[],jumpshot,1,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
04:11,04:11:00,43,46,-3,2,3,REGULAR,3,T. Allen,1,rebound,505,504,[],defensive,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
04:14,04:14:00,43,46,-3,1,3,REGULAR,6,E. Bandoumel,0,3pt,504,,['fromturnover'],pullupjumpshot,1,8,Emmanuel,Bandoumel,Emmanuel,Bandoumel,E,B,E,B,E. Bandoumel
04:19,04:19:00,43,46,-3,1,3,REGULAR,7,T. Donald,1,steal,503,502,[],,0,3,Taye,Donald,Taye,Donald,T,D,T,D,T. Donald
04:19,04:19:00,43,46,-3,2,3,REGULAR,3,T. Allen,1,turnover,502,,[],ballhandling,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
04:24,04:24:00,43,46,-3,2,3,REGULAR,3,T. Allen,1,rebound,501,500,[],defensive,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
04:26,04:26:00,43,46,-3,1,3,REGULAR,10,T. King,0,3pt,500,,[],jumpshot,1,0,Tre,King,Tre,King,T,K,T,K,T. King
04:40,04:40:00,43,46,-3,2,3,REGULAR,9,D. Warren,1,assist,499,498,[],,0,3,Davion,Warren,Davion,Warren,D,W,D,W,D. Warren
04:40,04:40:00,43,46,-3,2,3,REGULAR,2,J. Tilmon Jr.,1,2pt,498,,['pointsinthepaint'],layup,1,35,Jeremiah,Tilmon Jr.,Jeremiah,Tilmon Jr.,J,T,J,T,J. Tilmon Jr.
05:02,05:02:00,43,44,-1,1,3,REGULAR,6,E. Bandoumel,1,assist,497,496,[],,0,8,Emmanuel,Bandoumel,Emmanuel,Bandoumel,E,B,E,B,E. Bandoumel
05:02,05:02:00,43,44,-1,1,3,REGULAR,10,T. King,1,3pt,496,,[],jumpshot,1,0,Tre,King,Tre,King,T,K,T,K,T. King
05:16,05:16:00,40,44,-4,2,3,REGULAR,3,T. Allen,1,assist,495,494,[],,0,8,Teddy,Allen,Teddy,Allen,T,A,T,A,T. Allen
05:16,05:16:00,40,44,-4,2,3,REGULAR,4,S. Hildebrandt,1,2pt,494,,['pointsinthepaint'],layup,1,15,Simon,Hildebrandt,Simon,Hildebrandt,S,H,S,H,S. Hildebrandt
